id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
10674,Mulan,"Animation,Family,Adventure",en,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",138.822,1998-06-18,7.9,8138
6977,No Country for Old Men,"Crime,Drama,Thriller",en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",35.532,2007-06-13,7.9,9850
597316,My Little Pony: A New Generation,"Animation,Family,Fantasy,Comedy,Music,Adventure",en,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",90.393,2021-09-23,7.9,224
829,Chinatown,"Crime,Drama,Mystery,Thriller",en,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",18.292,1974-06-20,7.9,3008
329,Jurassic Park,"Adventure,Science Fiction",en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",66.065,1993-06-11,7.9,13748
85,Raiders of the Lost Ark,"Adventure,Action",en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",39.769,1981-06-12,7.9,10209
331482,Little Women,"Drama,Romance",en,Four sisters come of age in America in the aftermath of the Civil War.,43.437,2019-12-25,7.9,4920
10386,The Iron Giant,"Family,Animation,Adventure,Science Fiction,Comedy",en,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",82.321,1999-08-06,7.9,4586
7984,In the Name of the Father,Drama,en,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",14.667,1993-12-12,7.9,1374
671,Harry Potter and the Philosopher's Stone,"Adventure,Fantasy",en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",287.011,2001-11-16,7.9,22937
183011,Justice League: The Flashpoint Paradox,"Science Fiction,Animation,Action,Adventure",en,The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.,32.533,2013-07-30,7.9,1475
679,Aliens,"Action,Thriller,Science Fiction",en,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",76.725,1986-07-18,7.9,7790
631,Sunrise: A Song of Two Humans,"Drama,Romance",en,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.",8.53,1927-11-04,7.9,603
45523,Louis C.K.: Hilarious,Comedy,en,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",5.554,2010-01-26,7.9,218
3112,The Night of the Hunter,"Crime,Drama,Thriller",en,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",8.633,1955-08-26,7.9,1201
122906,About Time,"Drama,Romance,Fantasy",en,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",35.697,2013-09-04,7.9,7013
198,To Be or Not to Be,"Comedy,War",en,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",9.583,1942-03-05,7.9,509
118340,Guardians of the Galaxy,"Action,Science Fiction,Adventure",en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",80.592,2014-07-30,7.9,24684
1892,Return of the Jedi,"Adventure,Action,Science Fiction",en,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",26.349,1983-05-25,7.9,13013
564427,Minha Vida em Marte,"Comedy,Romance",pt,"With the help of her best friend, Fernanda now has to deal with the perks of being married, or perhaps unmarried.",4.298,2018-12-27,7.9,261
369557,Sing Street,"Comedy,Romance,Drama,Music",en,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,12.019,2016-03-11,7.9,1929
1402,The Pursuit of Happyness,Drama,en,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,36.131,2006-12-14,7.9,8357
946,Letter from an Unknown Woman,"Drama,Romance",en,"A pianist about to flee from a duel receives a letter from a woman he cannot remember. As she tells the story of her lifelong love for him, he is forced to reinterpret his own past.",7.502,1948-04-28,7.9,228
804,Roman Holiday,"Romance,Comedy,Drama",en,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",16.377,1953-08-26,7.9,1594
3078,It Happened One Night,"Comedy,Romance",en,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",9.83,1934-02-22,7.9,929
16,Dancer in the Dark,"Drama,Crime",en,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",13.371,2000-06-30,7.9,1425
83564,La luna,"Animation,Family",en,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",6.159,2012-02-10,7.9,662
949,Heat,"Action,Crime,Drama,Thriller",en,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,66.459,1995-12-15,7.9,5629
752,V for Vendetta,"Action,Thriller,Fantasy",en,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",40.257,2006-02-23,7.9,12384
301,Rio Bravo,Western,en,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",15.976,1959-03-17,7.9,867
379170,Sherlock: The Abominable Bride,"Crime,Drama,Mystery,TV Movie",en,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,24.639,2016-01-01,7.9,2017
16390,Scooby-Doo! and the Samurai Sword,"Family,Mystery,Animation,Comedy,Action,Fantasy",en,"The Mystery Inc. gang takes a trip to Japan and finds themselves circling Asia and the Pacific in a treasure hunt, racing against the vengeful Black Samurai and his Ninja warriors to find the legendary Sword of Fate, an ancient blade fabled to possess extraordinary supernatural powers.",12.718,2009-04-07,7.9,205
367412,Whiplash,"Drama,Music",en,"A ferocious, bullying music teacher teaches a dedicated student. This is the 18 minute short film that the feature film was based on.",7.658,2013-01-18,7.9,259
296096,Me Before You,"Drama,Romance",en,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",141.412,2016-06-01,7.9,10296
404378,A Street Cat Named Bob,"Family,Drama",en,"James Bowen, a homeless busker and recovering drug addict, has his life transformed when he meets a stray ginger cat.",15.579,2016-11-04,7.9,1139
6715,The Cure,"Drama,Family",en,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",11.008,1995-04-21,7.9,240
210577,Gone Girl,"Mystery,Thriller,Drama",en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",50.917,2014-10-01,7.9,15994
30588,Monsieur Verdoux,"Comedy,Crime",en,"The film is about an unemployed banker, Henri Verdoux, and his sociopathic methods of attaining income. While being both loyal and competent in his work, Verdoux has been laid-off. To make money for his wife and child, he marries wealthy widows and then murders them. His crime spree eventually works against him when two particular widows break his normal routine.",8.117,1947-09-26,7.9,306
11293,Paper Moon,"Comedy,Crime,Drama",en,"During the Great Depression, a con man finds himself saddled with a young girl—who may or may not be his daughter—and the two forge an unlikely partnership.",9.458,1973-05-09,7.9,516
313369,La La Land,"Comedy,Drama,Romance,Music",en,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",33.13,2016-11-29,7.9,14402
303867,World of Tomorrow,"Animation,Drama,Science Fiction",en,A little girl is taken on a mind-bending tour of her distant future.,5.697,2015-01-22,7.9,248
275,Fargo,"Crime,Drama,Thriller",en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",16.833,1996-03-08,7.9,6488
11036,The Notebook,"Romance,Drama",en,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",73.957,2004-06-25,7.9,9665
393,Kill Bill: Vol. 2,"Action,Crime,Thriller",en,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",36.306,2004-04-16,7.9,11872
266856,The Theory of Everything,"Drama,Romance",en,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",33.618,2014-11-26,7.9,9418
597,Titanic,"Drama,Romance",en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",161.931,1997-11-18,7.9,21277
22596,Safety Last!,"Comedy,Romance,Action",en,"When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.",7.928,1923-04-01,7.9,351
438631,Dune,"Science Fiction,Adventure",en,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",216.157,2021-09-08,7.9,7373
10774,Network,Drama,en,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",10.745,1976-11-14,7.9,1309
1162,The Miracle Worker,Drama,en,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",6.016,1962-05-23,7.9,226
235,Stand by Me,"Crime,Drama",en,"Gordie, Chris, Teddy and Vern are four friends who decide to hike to find the corpse of Ray Brower, a local teenager, who was hit by a train while plucking blueberries in the wild.",21.683,1986-08-08,7.9,4639
93,Anatomy of a Murder,"Crime,Drama,Mystery,Thriller",en,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",13.772,1959-07-01,7.9,732
399174,Isle of Dogs,"Adventure,Comedy,Animation",en,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",18.433,2018-03-23,7.9,3937
152601,Her,"Romance,Science Fiction,Drama",en,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",27.412,2013-12-18,7.9,12233
293299,Feast,"Animation,Comedy,Drama,Family",en,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",8.069,2014-10-25,7.9,761
705861,Hustle,"Drama,Comedy",en,"After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA.",966.604,2022-06-03,7.9,1209
546554,Knives Out,"Comedy,Crime,Mystery",en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",55.712,2019-11-27,7.9,9033
5924,Papillon,"Crime,Drama",en,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",17.457,1973-12-13,7.9,1499
677638,We Bare Bears: The Movie,"Animation,Adventure,Family,Comedy,TV Movie",en,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",85.597,2020-06-30,7.9,725
614917,King Richard,"Drama,History",en,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",88.414,2021-11-18,7.9,1430
185789,Mulholland Dr.,"Thriller,TV Movie,Drama,Mystery",en,"Initially, ""Mulholland Dr."" was to mark David Lynch's return to television. It is a retooling of a script originally shot as a 94-minute pilot for a TV series (co-written with TV screenwriter Joyce Eliason) for the channel ABC, which had approved the script, but chose not even to air the pilot once it was done in 1999, despite Lynch's labours to cut the project to their liking. It was left in limbo until 18 month later French company Studio Canal Plus (also producer of 'The Straight Story') agreed to pay ABC $7 million for the pilot, and budget a few million more to turn the pilot into a two-hour, 27-minute movie. The cost of the film doubled to $14 million as sets had to be reconstructed and actors recalled.",7.148,1999-01-01,7.9,382
581,Dances with Wolves,"Adventure,Drama,Western",en,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",23.701,1990-03-30,7.9,3402
113833,The Normal Heart,Drama,en,"The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial.",8.249,2014-05-25,7.9,780
24238,Mary and Max,"Animation,Comedy,Drama",en,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970s, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?",12.492,2009-02-09,7.9,1565
14574,The Boy in the Striped Pyjamas,"War,Drama,History",en,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",80.111,2008-05-07,7.9,5926
453,A Beautiful Mind,"Drama,Romance",en,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",35.547,2001-12-11,7.9,8623
980,The Ox-Bow Incident,Western,en,"Gil Carter and Art Croft ride into a small Nevada town plagued by cattle thieves. Initially suspected of being the rustlers themselves, Carter and Croft eventually join a posse out to get the criminals, who also may be involved in a recent shooting. When the posse closes in on a group that could be the fugitives, they must decide on a course of action, with numerous lives hanging in the balance.",10.808,1942-12-04,7.9,275
47931,Elite Squad: The Enemy Within,"Drama,Action,Crime",pt,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",22.556,2010-10-08,7.9,1468
31011,Mr. Nobody,"Science Fiction,Drama,Romance,Fantasy",en,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",20.672,2009-11-06,7.9,5162
665,Ben-Hur,"Action,Drama,History",en,"In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",34.717,1959-11-18,7.9,2134
596,The Grapes of Wrath,Drama,en,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",11.375,1940-03-15,7.9,737
115,The Big Lebowski,"Comedy,Crime",en,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",24.165,1998-03-06,7.8,9452
24480,Partly Cloudy,"Animation,Family,Comedy",en,"Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring them to life. Gus, a lonely and insecure grey cloud, is a master at creating ""dangerous"" babies. Crocodiles, porcupines, rams and more - Gus's beloved creations are works of art, but more than a handful for his loyal delivery stork partner, Peck. As Gus's creations become more and more rambunctious, Peck's job gets harder and harder. How will Peck manage to handle both his hazardous cargo and his friend's fiery temperament?",8.872,2009-05-28,7.8,862
59440,Warrior,"Drama,Action",en,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",76.067,2011-09-09,7.8,3761
6075,Carlito's Way,"Crime,Thriller,Drama",en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",17.871,1993-11-10,7.8,2542
9479,The Nightmare Before Christmas,"Fantasy,Animation,Family",en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",83.129,1993-10-09,7.8,7580
200727,"Love, Rosie","Comedy,Romance",en,"Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?",64.502,2014-10-16,7.8,5518
1018,Mulholland Drive,"Thriller,Drama,Mystery",en,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",24.039,2001-06-06,7.8,4971
887,The Best Years of Our Lives,"Drama,Romance,War",en,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",11.9,1946-12-25,7.8,474
354857,Regular Show: The Movie,"Animation,Comedy,Science Fiction,TV Movie",en,"To save the universe, and their friendship, Mordecai and Rigby must defeat an evil volleyball coach.",31.338,2015-09-01,7.8,274
841755,Mortal Kombat Legends: Battle of the Realms,"Animation,Action,Fantasy",en,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",121.616,2021-08-30,7.8,276
136,Freaks,"Drama,Horror",en,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",11.787,1932-02-12,7.8,909
89,Indiana Jones and the Last Crusade,"Adventure,Action",en,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",33.359,1989-05-24,7.8,8253
12,Finding Nemo,"Animation,Family",en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",128.733,2003-05-30,7.8,16604
968,Dog Day Afternoon,"Crime,Drama,Thriller",en,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",16.178,1975-08-01,7.8,2330
805,Rosemary's Baby,"Drama,Horror,Thriller",en,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",23.645,1968-06-12,7.8,3145
585,"Monsters, Inc.","Animation,Comedy,Family",en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",220.605,2001-11-01,7.8,15713
5915,Into the Wild,"Adventure,Drama",en,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",15.802,2007-09-11,7.8,8347
826,The Bridge on the River Kwai,"Drama,History,War",en,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",12.349,1957-10-11,7.8,1601
674,Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",260.25,2005-11-16,7.8,17479
396,Who's Afraid of Virginia Woolf?,Drama,en,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",7.875,1966-06-22,7.8,621
446159,Bacurau,"Mystery,Western,Thriller",pt,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",9.3,2019-08-29,7.8,860
502,Fail Safe,"Drama,Thriller,War",en,Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.,10.059,1964-10-07,7.8,273
810171,The Valet,"Comedy,Romance",en,"World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",362.118,2022-05-11,7.8,291
80,Before Sunset,"Drama,Romance",en,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",15.163,2004-02-10,7.8,2681
314365,Spotlight,"Drama,History",en,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",13.601,2015-11-06,7.8,7240
1908,Inherit the Wind,"Drama,History",en,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",6.26,1960-07-07,7.8,307
831223,Gone Mom: The Disappearance of Jennifer Dulos,"TV Movie,Thriller,Crime",en,"Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished.",113.99,2021-06-05,7.8,206
142,Brokeback Mountain,"Drama,Romance",en,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict",34.878,2005-09-10,7.8,5815
263115,Logan,"Action,Drama,Science Fiction",en,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",75.673,2017-02-28,7.8,16975
